what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1365868527983
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1365868529413
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1365868531897
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1365868533094
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868537829
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868539165
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1365868587042
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.redo",1365868589860
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868605317
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868613646
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868631892
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868640372
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1365868643294
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1365868645625
activated,perspective,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugPerspective",1365868650351
activated,view,com.android.ide.eclipse.ddms,21.0.0.v201210310015-519525,"com.android.ide.eclipse.ddms.views.LogCatView",1365868651301
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868652465
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868660996
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868671423
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868679413
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1365868681064
activated,perspective,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.JavaPerspective",1365868681111
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868725787
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868731347
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1365868736461
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1365868750748
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1365868755908
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1365868770506
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1365868775041
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1365868794870
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1365868800561
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1365868808460
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1365868810383
activated,perspective,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugPerspective",1365868812647
activated,view,com.android.ide.eclipse.ddms,21.0.0.v201210310015-519525,"com.android.ide.eclipse.ddms.views.LogCatView",1365868813668
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868815315
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868824498
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868825323
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868833258
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868834387
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868840713
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868841435
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868843482
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1365868845200
activated,perspective,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.JavaPerspective",1365868845248
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1365868863911
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1365868867725
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1365868868200
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1365868869274
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1365868872162
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1365868875722
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1365868878260
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1365868883163
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1365868885007
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868886177
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868888650
activated,perspective,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugPerspective",1365868889663
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868890793
activated,view,com.android.ide.eclipse.ddms,21.0.0.v201210310015-519525,"com.android.ide.eclipse.ddms.views.LogCatView",1365868901388
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868901397
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868920274
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868930525
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1365868932333
activated,perspective,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.JavaPerspective",1365868932380
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1365868947191
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1365868953484
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1365868956486
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1365868962908
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1365868968280
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1365868971204
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1365868977130
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1365868978603
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1365868983193
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1365868985173
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868986456
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868987942
activated,perspective,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugPerspective",1365868988867
activated,view,com.android.ide.eclipse.ddms,21.0.0.v201210310015-519525,"com.android.ide.eclipse.ddms.views.LogCatView",1365868989809
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365868990761
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365869002817
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365869004328
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365869018953
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365869019641
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1365869022313
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1365869023915
activated,perspective,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.JavaPerspective",1365869023963
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1365869044690
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1365869046826
